date,year,week,day_of_week,v_name,h_name,day_night,park_id,temp,precip,capacity,prev_year_wins,made_playoffs,won_division,InstagramFollowers,CityPopulation,Payroll,PayrollStd,attendance
2013-09-09,2013,21,Mon,KC,CLE,1,Progressive Field,78.3,0.047,43000.0,68,0,0,726000,2171877,77772800,0.752944552,9794.0
2013-09-09,2013,21,Mon,LAA,MIN,1,Target Field,,,38544.0,66,0,0,585000,3757952,75802500,0.733869417,21826.0
2013-09-09,2013,21,Mon,HOU,SEA,1,Safeco Field,74.1,0.0,47943.0,75,0,0,927000,4145494,72031143,0.697357646,9808.0
2013-09-09,2013,21,Mon,PIT,TEX,1,Globe Life Field,94.6,0.0,48114.0,93,1,0,1000000,8344032,114090100,1.10454451,33243.0
2013-09-09,2013,21,Mon,CHC,CIN,1,Great American Ball Park,90.8,0.0,42319.0,97,1,1,761000,2302815,107491305,1.040659363,22920.0
2013-09-09,2013,21,Mon,ARI,LAD,1,Dodger Stadium,89.8,0.0,56000.0,86,0,0,4800000,12927614,216597577,2.096953763,52410.0
2013-09-09,2013,21,Mon,ATL,MIA,1,Marlins Park,85.3,0.035,36742.0,69,0,0,783000,6457988,36341900,0.351838119,18503.0
2013-09-09,2013,21,Mon,WSH,NYM,1,Citi Field,71.1,0.0,41922.0,74,0,0,1700000,19940274,73396649,0.710577567,20174.0
2013-09-09,2013,21,Mon,COL,SF,1,AT&T Park,75.7,0.0,41915.0,94,1,1,1600000,4648486,140264334,1.357946045,41078.0
2013-09-10,2013,21,Tue,NYY,BAL,1,Camden Yards,89.4,0.0,45971.0,93,1,0,746000,2859024,90993333,0.880936965,25697.0
2013-09-10,2013,21,Tue,DET,CHW,1,US Cellular Field,90.8,0.0,40615.0,85,0,0,664000,9408576,119073277,1.152788317,19172.0
2013-09-10,2013,21,Tue,KC,CLE,1,Progressive Field,89.8,0.0,43000.0,68,0,0,726000,2171877,77772800,0.752944552,12615.0
2013-09-10,2013,21,Tue,OAK,MIN,1,Target Field,,,38544.0,66,0,0,585000,3757952,75802500,0.733869417,26017.0
2013-09-10,2013,21,Tue,HOU,SEA,1,Safeco Field,73.9,0.0,47943.0,75,0,0,927000,4145494,72031143,0.697357646,10245.0
2013-09-10,2013,21,Tue,BOS,TB,1,Tropicana Field,,,42735.0,90,0,0,528000,3424650,57895272,0.560503539,18605.0
2013-09-10,2013,21,Tue,PIT,TEX,1,Globe Life Field,93.4,0.0,48114.0,93,1,0,1000000,8344032,114090100,1.10454451,36313.0
2013-09-10,2013,21,Tue,LAA,TOR,1,Rogers Centre,,,49282.0,73,0,0,1700000,3026000,117527800,1.137826036,19079.0
2013-09-10,2013,21,Tue,CHC,CIN,1,Great American Ball Park,92.6,0.319,42319.0,97,1,1,761000,2302815,107491305,1.040659363,21396.0
2013-09-10,2013,21,Tue,ARI,LAD,1,Dodger Stadium,83.3,0.0,56000.0,86,0,0,4800000,12927614,216597577,2.096953763,41867.0
2013-09-10,2013,21,Tue,ATL,MIA,1,Marlins Park,84.3,0.138,36742.0,69,0,0,783000,6457988,36341900,0.351838119,19095.0
2013-09-10,2013,21,Tue,WSH,NYM,1,Citi Field,85.7,0.02,41922.0,74,0,0,1700000,19940274,73396649,0.710577567,20307.0
2013-09-10,2013,21,Tue,SD,PHI,1,Citizens Bank Park,87.0,0.0,43651.0,81,0,0,1300000,6330422,165385714,1.601154547,29242.0
2013-09-10,2013,21,Tue,COL,SF,1,AT&T Park,70.4,0.0,41915.0,94,1,1,1600000,4648486,140264334,1.357946045,41171.0
2013-09-10,2013,21,Tue,MIL,STL,1,Busch Stadium III,97.4,0.0,45494.0,88,1,0,1100000,2811927,115222086,1.115503646,35050.0
2013-09-11,2013,21,Wed,NYY,BAL,1,Camden Yards,91.1,0.0,45971.0,93,1,0,746000,2859024,90993333,0.880936965,20141.0
2013-09-11,2013,21,Wed,DET,CHW,1,US Cellular Field,87.0,0.079,40615.0,85,0,0,664000,9408576,119073277,1.152788317,15799.0
2013-09-11,2013,21,Wed,KC,CLE,0,Progressive Field,87.2,0.012,43000.0,68,0,0,726000,2171877,77772800,0.752944552,12085.0
2013-09-11,2013,21,Wed,OAK,MIN,1,Target Field,,,38544.0,66,0,0,585000,3757952,75802500,0.733869417,24522.0
2013-09-11,2013,21,Wed,HOU,SEA,1,Safeco Field,83.9,0.0,47943.0,75,0,0,927000,4145494,72031143,0.697357646,11656.0
2013-09-11,2013,21,Wed,BOS,TB,1,Tropicana Field,,,42735.0,90,0,0,528000,3424650,57895272,0.560503539,19215.0
2013-09-11,2013,21,Wed,PIT,TEX,0,Globe Life Field,93.6,0.0,48114.0,93,1,0,1000000,8344032,114090100,1.10454451,30629.0
2013-09-11,2013,21,Wed,LAA,TOR,1,Rogers Centre,,,49282.0,73,0,0,1700000,3026000,117527800,1.137826036,17994.0
2013-09-11,2013,22,Wed,CHC,CIN,0,Great American Ball Park,88.4,0.035,42319.0,97,1,1,761000,2302815,107491305,1.040659363,22088.0
2013-09-11,2013,21,Wed,ARI,LAD,1,Dodger Stadium,82.3,0.0,56000.0,86,0,0,4800000,12927614,216597577,2.096953763,40818.0
2013-09-11,2013,21,Wed,ATL,MIA,1,Marlins Park,83.5,0.268,36742.0,69,0,0,783000,6457988,36341900,0.351838119,25111.0
2013-09-11,2013,21,Wed,WSH,NYM,1,Citi Field,92.8,0.0,41922.0,74,0,0,1700000,19940274,73396649,0.710577567,20151.0
2013-09-11,2013,21,Wed,SD,PHI,1,Citizens Bank Park,92.3,0.0,43651.0,81,0,0,1300000,6330422,165385714,1.601154547,30351.0
2013-09-11,2013,21,Wed,COL,SF,0,AT&T Park,69.9,0.0,41915.0,94,1,1,1600000,4648486,140264334,1.357946045,41128.0
2013-09-11,2013,21,Wed,MIL,STL,1,Busch Stadium III,94.7,0.0,45494.0,88,1,0,1100000,2811927,115222086,1.115503646,35134.0
2013-09-12,2013,21,Thu,NYY,BAL,1,Camden Yards,88.8,0.406,45971.0,93,1,0,746000,2859024,90993333,0.880936965,24659.0
2013-09-12,2013,21,Thu,CLE,CHW,1,US Cellular Field,80.2,0.008,40615.0,85,0,0,664000,9408576,119073277,1.152788317,14375.0
2013-09-12,2013,21,Thu,OAK,MIN,0,Target Field,,,38544.0,66,0,0,585000,3757952,75802500,0.733869417,26188.0
2013-09-12,2013,21,Thu,BOS,TB,1,Tropicana Field,,,42735.0,90,0,0,528000,3424650,57895272,0.560503539,20360.0
2013-09-12,2013,21,Thu,LAA,TOR,1,Rogers Centre,,,49282.0,73,0,0,1700000,3026000,117527800,1.137826036,20767.0
2013-09-12,2013,21,Thu,SF,LAD,1,Dodger Stadium,89.4,0.0,56000.0,86,0,0,4800000,12927614,216597577,2.096953763,53393.0
2013-09-12,2013,21,Thu,ATL,MIA,0,Marlins Park,82.9,0.118,36742.0,69,0,0,783000,6457988,36341900,0.351838119,15274.0
2013-09-12,2013,21,Thu,WSH,NYM,0,Citi Field,87.6,0.327,41922.0,74,0,0,1700000,19940274,73396649,0.710577567,20484.0
2013-09-12,2013,21,Thu,SD,PHI,1,Citizens Bank Park,88.3,0.362,43651.0,81,0,0,1300000,6330422,165385714,1.601154547,29986.0
2013-09-12,2013,21,Thu,CHC,PIT,1,PNC Park,80.7,0.398,38362.0,79,0,0,837000,2429917,79555000,0.770198628,23541.0
2013-09-12,2013,21,Thu,MIL,STL,1,Busch Stadium III,89.8,0.0,45494.0,88,1,0,1100000,2811927,115222086,1.115503646,35208.0
2013-09-13,2013,22,Fri,NYY,BOS,1,Fenway Park,75.1,0.461,37731.0,69,0,0,2200000,5025517,150655500,1.458546407,37542.0
2013-09-13,2013,22,Fri,CLE,CHW,0,US Cellular Field,64.3,0.008,40615.0,85,0,0,664000,9408576,119073277,1.152788317,15533.0
2013-09-13,2013,22,Fri,KC,DET,1,Comerica Park,60.7,0.0,41083.0,88,1,1,1000000,4400587,148414500,1.436850534,40389.0
2013-09-13,2013,22,Fri,LAA,HOU,1,Minute Maid Park,95.3,0.0,41168.0,55,0,0,1600000,7796182,22062600,0.213595428,19742.0
2013-09-13,2013,21,Fri,TB,MIN,1,Target Field,,,38544.0,66,0,0,585000,3757952,75802500,0.733869417,27292.0
2013-09-13,2013,21,Fri,OAK,TEX,1,Globe Life Field,95.6,0.0,48114.0,93,1,0,1000000,8344032,114090100,1.10454451,40180.0
2013-09-13,2013,22,Fri,BAL,TOR,1,Rogers Centre,,,49282.0,73,0,0,1700000,3026000,117527800,1.137826036,20024.0
2013-09-13,2013,21,Fri,COL,ARI,1,Chase Field,,,48686.0,81,0,0,665000,5186958,89100500,0.862611814,31713.0
2013-09-13,2013,22,Fri,SD,ATL,1,Turner Field,85.9,0.0,49586.0,94,1,0,1900000,6411149,89778192,0.869172777,34112.0
2013-09-13,2013,22,Fri,SF,LAD,1,Dodger Stadium,91.0,0.0,56000.0,86,0,0,4800000,12927614,216597577,2.096953763,52650.0
2013-09-13,2013,21,Fri,CIN,MIL,1,Miller Park,,,41900.0,83,0,0,670000,1574452,82976944,0.803327615,39665.0
2013-09-13,2013,21,Fri,MIA,NYM,1,Citi Field,74.9,0.024,41922.0,74,0,0,1700000,19940274,73396649,0.710577567,20562.0
2013-09-13,2013,22,Fri,CHC,PIT,1,PNC Park,67.0,0.079,38362.0,79,0,0,837000,2429917,79555000,0.770198628,35962.0
2013-09-13,2013,22,Fri,SEA,STL,1,Busch Stadium III,81.7,0.0,45494.0,88,1,0,1100000,2811927,115222086,1.115503646,40506.0
2013-09-13,2013,22,Fri,PHI,WSH,1,Nationals Park,79.9,0.028,41339.0,98,1,1,711000,6436489,114056769,1.104221821,31325.0
2013-09-14,2013,22,Sat,NYY,BOS,0,Fenway Park,67.0,0.035,37731.0,69,0,0,2200000,5025517,150655500,1.458546407,37510.0
2013-09-14,2013,22,Sat,CLE,CHW,1,US Cellular Field,69.3,0.0,40615.0,85,0,0,664000,9408576,119073277,1.152788317,28024.0
2013-09-14,2013,22,Sat,KC,DET,1,Comerica Park,64.8,0.0,41083.0,88,1,1,1000000,4400587,148414500,1.436850534,41841.0
2013-09-14,2013,22,Sat,LAA,HOU,1,Minute Maid Park,93.4,0.122,41168.0,55,0,0,1600000,7796182,22062600,0.213595428,21903.0
2013-09-14,2013,22,Sat,TB,MIN,1,Target Field,,,38544.0,66,0,0,585000,3757952,75802500,0.733869417,28541.0
2013-09-14,2013,22,Sat,OAK,TEX,0,Globe Life Field,93.0,0.0,48114.0,93,1,0,1000000,8344032,114090100,1.10454451,36067.0
2013-09-14,2013,22,Sat,BAL,TOR,0,Rogers Centre,,,49282.0,73,0,0,1700000,3026000,117527800,1.137826036,29942.0
2013-09-14,2013,22,Sat,COL,ARI,1,Chase Field,,,48686.0,81,0,0,665000,5186958,89100500,0.862611814,32237.0
2013-09-14,2013,22,Sat,SD,ATL,1,Turner Field,80.8,0.0,49586.0,94,1,0,1900000,6411149,89778192,0.869172777,40153.0
2013-09-14,2013,22,Sat,SF,LAD,1,Dodger Stadium,93.9,0.0,56000.0,86,0,0,4800000,12927614,216597577,2.096953763,53062.0
2013-09-14,2013,22,Sat,CIN,MIL,0,Miller Park,,,41900.0,83,0,0,670000,1574452,82976944,0.803327615,25929.0
2013-09-14,2013,22,Sat,MIA,NYM,1,Citi Field,65.0,0.0,41922.0,74,0,0,1700000,19940274,73396649,0.710577567,25175.0
2013-09-14,2013,22,Sat,CHC,PIT,1,PNC Park,65.7,0.0,38362.0,79,0,0,837000,2429917,79555000,0.770198628,37534.0
2013-09-14,2013,22,Sat,SEA,STL,1,Busch Stadium III,75.3,0.0,45494.0,88,1,0,1100000,2811927,115222086,1.115503646,41374.0
2013-09-14,2013,22,Sat,PHI,WSH,1,Nationals Park,72.3,0.0,41339.0,98,1,1,711000,6436489,114056769,1.104221821,33972.0
2013-09-15,2013,22,Sun,NYY,BOS,1,Fenway Park,71.5,0.0,37731.0,69,0,0,2200000,5025517,150655500,1.458546407,37137.0
2013-09-15,2013,22,Sun,CLE,CHW,1,US Cellular Field,65.4,0.516,40615.0,85,0,0,664000,9408576,119073277,1.152788317,18631.0
2013-09-15,2013,22,Sun,KC,DET,0,Comerica Park,65.2,0.169,41083.0,88,1,1,1000000,4400587,148414500,1.436850534,40491.0
2013-09-15,2013,22,Sun,LAA,HOU,0,Minute Maid Park,90.8,0.02,41168.0,55,0,0,1600000,7796182,22062600,0.213595428,21374.0
2013-09-15,2013,22,Sun,TB,MIN,0,Target Field,,,38544.0,66,0,0,585000,3757952,75802500,0.733869417,27988.0
2013-09-15,2013,22,Sun,OAK,TEX,0,Globe Life Field,93.1,0.0,48114.0,93,1,0,1000000,8344032,114090100,1.10454451,42980.0
2013-09-15,2013,22,Sun,BAL,TOR,0,Rogers Centre,,,49282.0,73,0,0,1700000,3026000,117527800,1.137826036,22331.0
2013-09-15,2013,22,Sun,COL,ARI,0,Chase Field,,,48686.0,81,0,0,665000,5186958,89100500,0.862611814,26845.0
2013-09-15,2013,22,Sun,SD,ATL,0,Turner Field,81.5,0.004,49586.0,94,1,0,1900000,6411149,89778192,0.869172777,36125.0
2013-09-15,2013,22,Sun,SF,LAD,0,Dodger Stadium,96.5,0.0,56000.0,86,0,0,4800000,12927614,216597577,2.096953763,47302.0
2013-09-15,2013,22,Sun,CIN,MIL,0,Miller Park,,,41900.0,83,0,0,670000,1574452,82976944,0.803327615,26725.0
2013-09-15,2013,22,Sun,MIA,NYM,0,Citi Field,70.7,0.0,41922.0,74,0,0,1700000,19940274,73396649,0.710577567,25165.0
2013-09-15,2013,22,Sun,CHC,PIT,0,PNC Park,71.1,0.0,38362.0,79,0,0,837000,2429917,79555000,0.770198628,36559.0
2013-09-15,2013,22,Sun,SEA,STL,0,Busch Stadium III,82.1,0.0,45494.0,88,1,0,1100000,2811927,115222086,1.115503646,40526.0
2013-09-15,2013,22,Sun,PHI,WSH,0,Nationals Park,77.4,0.0,41339.0,98,1,1,711000,6436489,114056769,1.104221821,33746.0
2013-09-16,2013,22,Mon,MIN,CHW,1,US Cellular Field,61.9,0.004,40615.0,85,0,0,664000,9408576,119073277,1.152788317,15018.0
2013-09-16,2013,22,Mon,SEA,DET,1,Comerica Park,61.7,0.0,41083.0,88,1,1,1000000,4400587,148414500,1.436850534,34063.0
2013-09-16,2013,22,Mon,CIN,HOU,1,Minute Maid Park,92.7,0.224,41168.0,55,0,0,1600000,7796182,22062600,0.213595428,15449.0
2013-09-16,2013,22,Mon,CLE,KC,1,Kauffman Stadium,65.9,0.406,37903.0,72,0,0,1000000,2253579,81491725,0.788948712,15413.0
2013-09-16,2013,22,Mon,LAA,OAK,1,Coliseum,80.2,0.0,47170.0,94,1,1,530000,2463127,60664500,0.587313364,14629.0
2013-09-16,2013,22,Mon,TEX,TB,1,Tropicana Field,,,42735.0,90,0,0,528000,3424650,57895272,0.560503539,10724.0
2013-09-16,2013,22,Mon,LAD,ARI,1,Chase Field,,,48686.0,81,0,0,665000,5186958,89100500,0.862611814,24933.0
2013-09-16,2013,22,Mon,STL,COL,1,Coors Field,70.8,0.106,50144.0,64,0,0,552000,3052498,71924071,0.696321046,31117.0
2013-09-16,2013,22,Mon,CHC,MIL,1,Miller Park,,,41900.0,83,0,0,670000,1574452,82976944,0.803327615,24464.0
2013-09-16,2013,22,Mon,MIA,PHI,1,Citizens Bank Park,70.3,0.067,43651.0,81,0,0,1300000,6330422,165385714,1.601154547,31266.0
2013-09-16,2013,22,Mon,SD,PIT,1,PNC Park,68.0,0.138,38362.0,79,0,0,837000,2429917,79555000,0.770198628,20633.0
2013-09-17,2013,22,Tue,BAL,BOS,1,Fenway Park,60.9,0.0,37731.0,69,0,0,2200000,5025517,150655500,1.458546407,35030.0
2013-09-17,2013,22,Tue,MIN,CHW,1,US Cellular Field,67.8,0.0,40615.0,85,0,0,664000,9408576,119073277,1.152788317,15964.0
2013-09-17,2013,22,Tue,SEA,DET,1,Comerica Park,62.9,0.0,41083.0,88,1,1,1000000,4400587,148414500,1.436850534,39076.0
2013-09-17,2013,22,Tue,CIN,HOU,1,Minute Maid Park,91.7,0.012,41168.0,55,0,0,1600000,7796182,22062600,0.213595428,25582.0
2013-09-17,2013,22,Tue,CLE,KC,1,Kauffman Stadium,74.2,0.256,37903.0,72,0,0,1000000,2253579,81491725,0.788948712,21685.0
2013-09-17,2013,22,Tue,LAA,OAK,1,Coliseum,76.5,0.0,47170.0,94,1,1,530000,2463127,60664500,0.587313364,18771.0
2013-09-17,2013,22,Tue,TEX,TB,1,Tropicana Field,,,42735.0,90,0,0,528000,3424650,57895272,0.560503539,10786.0
2013-09-17,2013,22,Tue,NYY,TOR,1,Rogers Centre,,,49282.0,73,0,0,1700000,3026000,117527800,1.137826036,24894.0
2013-09-17,2013,22,Tue,LAD,ARI,1,Chase Field,,,48686.0,81,0,0,665000,5186958,89100500,0.862611814,26304.0
2013-09-17,2013,22,Tue,STL,COL,1,Coors Field,79.5,0.0,50144.0,64,0,0,552000,3052498,71924071,0.696321046,27107.0
2013-09-17,2013,22,Tue,CHC,MIL,1,Miller Park,,,41900.0,83,0,0,670000,1574452,82976944,0.803327615,22506.0
2013-09-17,2013,22,Tue,SF,NYM,1,Citi Field,63.2,0.0,41922.0,74,0,0,1700000,19940274,73396649,0.710577567,24343.0
2013-09-17,2013,22,Tue,MIA,PHI,1,Citizens Bank Park,65.1,0.0,43651.0,81,0,0,1300000,6330422,165385714,1.601154547,28872.0
2013-09-17,2013,22,Tue,SD,PIT,1,PNC Park,69.8,0.0,38362.0,79,0,0,837000,2429917,79555000,0.770198628,22520.0
2013-09-17,2013,22,Tue,ATL,WSH,0,Nationals Park,68.7,0.0,41339.0,98,1,1,711000,6436489,114056769,1.104221821,25066.0
2013-09-17,2013,22,Tue,ATL,WSH,1,Nationals Park,68.7,0.0,41339.0,98,1,1,711000,6436489,114056769,1.104221821,28369.0
2013-09-18,2013,22,Wed,BAL,BOS,1,Fenway Park,72.4,0.0,37731.0,69,0,0,2200000,5025517,150655500,1.458546407,38540.0
2013-09-18,2013,22,Wed,MIN,CHW,0,US Cellular Field,77.8,0.0,40615.0,85,0,0,664000,9408576,119073277,1.152788317,14520.0
2013-09-18,2013,22,Wed,SEA,DET,1,Comerica Park,70.7,0.0,41083.0,88,1,1,1000000,4400587,148414500,1.436850534,36395.0
2013-09-18,2013,22,Wed,CIN,HOU,1,Minute Maid Park,90.6,0.012,41168.0,55,0,0,1600000,7796182,22062600,0.213595428,29701.0
2013-09-18,2013,22,Wed,CLE,KC,1,Kauffman Stadium,87.0,0.0,37903.0,72,0,0,1000000,2253579,81491725,0.788948712,21198.0
2013-09-18,2013,22,Wed,LAA,OAK,0,Coliseum,82.1,0.0,47170.0,94,1,1,530000,2463127,60664500,0.587313364,20260.0
2013-09-18,2013,22,Wed,TEX,TB,1,Tropicana Field,,,42735.0,90,0,0,528000,3424650,57895272,0.560503539,14827.0
2013-09-18,2013,22,Wed,NYY,TOR,1,Rogers Centre,,,49282.0,73,0,0,1700000,3026000,117527800,1.137826036,24247.0
2013-09-18,2013,22,Wed,LAD,ARI,1,Chase Field,,,48686.0,81,0,0,665000,5186958,89100500,0.862611814,27305.0
2013-09-18,2013,22,Wed,STL,COL,1,Coors Field,81.0,0.008,50144.0,64,0,0,552000,3052498,71924071,0.696321046,26955.0
2013-09-18,2013,22,Wed,CHC,MIL,1,Miller Park,,,41900.0,83,0,0,670000,1574452,82976944,0.803327615,24632.0
2013-09-18,2013,22,Wed,SF,NYM,1,Citi Field,69.7,0.0,41922.0,74,0,0,1700000,19940274,73396649,0.710577567,23698.0
2013-09-18,2013,22,Wed,MIA,PHI,1,Citizens Bank Park,69.3,0.0,43651.0,81,0,0,1300000,6330422,165385714,1.601154547,28908.0
2013-09-18,2013,22,Wed,SD,PIT,1,PNC Park,73.6,0.0,38362.0,79,0,0,837000,2429917,79555000,0.770198628,27640.0
2013-09-18,2013,22,Wed,ATL,WSH,1,Nationals Park,71.3,0.0,41339.0,98,1,1,711000,6436489,114056769,1.104221821,30636.0
2013-09-19,2013,23,Thu,BAL,BOS,1,Fenway Park,76.3,0.0,37731.0,69,0,0,2200000,5025517,150655500,1.458546407,36436.0
2013-09-19,2013,22,Thu,HOU,CLE,1,Progressive Field,75.7,0.0,43000.0,68,0,0,726000,2171877,77772800,0.752944552,12607.0
2013-09-19,2013,22,Thu,SEA,DET,0,Comerica Park,76.7,0.0,41083.0,88,1,1,1000000,4400587,148414500,1.436850534,38431.0
2013-09-19,2013,22,Thu,MIN,OAK,1,Coliseum,86.6,0.0,47170.0,94,1,1,530000,2463127,60664500,0.587313364,11461.0
2013-09-19,2013,22,Thu,TEX,TB,1,Tropicana Field,,,42735.0,90,0,0,528000,3424650,57895272,0.560503539,13550.0
2013-09-19,2013,22,Thu,NYY,TOR,1,Rogers Centre,,,49282.0,73,0,0,1700000,3026000,117527800,1.137826036,32003.0
2013-09-19,2013,22,Thu,LAD,ARI,0,Chase Field,,,48686.0,81,0,0,665000,5186958,89100500,0.862611814,22763.0
2013-09-19,2013,23,Thu,STL,COL,0,Coors Field,73.1,0.083,50144.0,64,0,0,552000,3052498,71924071,0.696321046,33258.0
2013-09-19,2013,22,Thu,CHC,MIL,0,Miller Park,,,41900.0,83,0,0,670000,1574452,82976944,0.803327615,21625.0
2013-09-19,2013,22,Thu,SF,NYM,0,Citi Field,74.8,0.0,41922.0,74,0,0,1700000,19940274,73396649,0.710577567,22897.0
2013-09-19,2013,22,Thu,SD,PIT,0,PNC Park,75.8,0.0,38362.0,79,0,0,837000,2429917,79555000,0.770198628,26242.0
2013-09-19,2013,22,Thu,MIA,WSH,1,Nationals Park,78.7,0.0,41339.0,98,1,1,711000,6436489,114056769,1.104221821,25945.0
2013-09-20,2013,22,Fri,SEA,LAA,1,Angel Stadium,74.2,0.0,45050.0,89,0,0,1200000,12927614,127896250,1.238206477,39469.0
2013-09-20,2013,23,Fri,TOR,BOS,1,Fenway Park,77.1,0.0,37731.0,69,0,0,2200000,5025517,150655500,1.458546407,37215.0
2013-09-20,2013,23,Fri,HOU,CLE,1,Progressive Field,81.8,0.461,43000.0,68,0,0,726000,2171877,77772800,0.752944552,17310.0
2013-09-20,2013,23,Fri,CHW,DET,1,Comerica Park,81.4,0.516,41083.0,88,1,1,1000000,4400587,148414500,1.436850534,39643.0
2013-09-20,2013,22,Fri,TEX,KC,1,Kauffman Stadium,69.6,0.008,37903.0,72,0,0,1000000,2253579,81491725,0.788948712,21837.0
2013-09-20,2013,23,Fri,SF,NYY,1,New Yankee Stadium,76.7,0.0,50287.0,95,1,1,3900000,19940274,228835490,2.215433102,41734.0
2013-09-20,2013,23,Fri,MIN,OAK,1,Coliseum,74.2,0.0,47170.0,94,1,1,530000,2463127,60664500,0.587313364,36067.0
2013-09-20,2013,22,Fri,BAL,TB,1,Tropicana Field,,,42735.0,90,0,0,528000,3424650,57895272,0.560503539,21247.0
2013-09-20,2013,23,Fri,ATL,CHC,0,Wrigley Field,78.7,0.035,41072.0,61,0,0,1900000,9408576,104304676,1.009808539,29539.0
2013-09-20,2013,23,Fri,ARI,COL,1,Coors Field,69.3,0.0,50144.0,64,0,0,552000,3052498,71924071,0.696321046,38247.0
2013-09-20,2013,22,Fri,STL,MIL,1,Miller Park,,,41900.0,83,0,0,670000,1574452,82976944,0.803327615,37148.0
2013-09-20,2013,22,Fri,NYM,PHI,1,Citizens Bank Park,77.5,0.0,43651.0,81,0,0,1300000,6330422,165385714,1.601154547,33117.0
2013-09-20,2013,23,Fri,CIN,PIT,1,PNC Park,77.2,0.0,38362.0,79,0,0,837000,2429917,79555000,0.770198628,37940.0
2013-09-20,2013,22,Fri,LAD,SD,1,Petco Park,69.3,0.0,42445.0,76,0,0,1400000,3298799,67143600,0.650039703,34986.0
2013-09-20,2013,23,Fri,MIA,WSH,1,Nationals Park,80.2,0.0,41339.0,98,1,1,711000,6436489,114056769,1.104221821,34752.0
2013-09-21,2013,23,Sat,SEA,LAA,1,Angel Stadium,75.1,0.0,45050.0,89,0,0,1200000,12927614,127896250,1.238206477,41001.0
2013-09-21,2013,23,Sat,TOR,BOS,1,Fenway Park,74.6,0.0,37731.0,69,0,0,2200000,5025517,150655500,1.458546407,37569.0
2013-09-21,2013,23,Sat,HOU,CLE,1,Progressive Field,68.3,1.299,43000.0,68,0,0,726000,2171877,77772800,0.752944552,26611.0
2013-09-21,2013,23,Sat,CHW,DET,1,Comerica Park,67.4,0.232,41083.0,88,1,1,1000000,4400587,148414500,1.436850534,41772.0
2013-09-21,2013,23,Sat,TEX,KC,1,Kauffman Stadium,71.8,0.0,37903.0,72,0,0,1000000,2253579,81491725,0.788948712,36575.0
2013-09-21,2013,23,Sat,SF,NYY,0,New Yankee Stadium,75.4,0.02,50287.0,95,1,1,3900000,19940274,228835490,2.215433102,42420.0
2013-09-21,2013,23,Sat,MIN,OAK,0,Coliseum,66.8,0.331,47170.0,94,1,1,530000,2463127,60664500,0.587313364,26393.0
2013-09-21,2013,23,Sat,BAL,TB,0,Tropicana Field,,,42735.0,90,0,0,528000,3424650,57895272,0.560503539,23835.0
2013-09-21,2013,23,Sat,ATL,CHC,0,Wrigley Field,68.2,0.0,41072.0,61,0,0,1900000,9408576,104304676,1.009808539,34612.0
2013-09-21,2013,23,Sat,ARI,COL,1,Coors Field,78.0,0.0,50144.0,64,0,0,552000,3052498,71924071,0.696321046,36005.0
2013-09-21,2013,23,Sat,STL,MIL,1,Miller Park,,,41900.0,83,0,0,670000,1574452,82976944,0.803327615,35008.0
2013-09-21,2013,23,Sat,NYM,PHI,1,Citizens Bank Park,78.0,0.402,43651.0,81,0,0,1300000,6330422,165385714,1.601154547,36650.0
2013-09-21,2013,23,Sat,CIN,PIT,1,PNC Park,71.3,1.146,38362.0,79,0,0,837000,2429917,79555000,0.770198628,39425.0
2013-09-21,2013,23,Sat,LAD,SD,1,Petco Park,71.0,0.0,42445.0,76,0,0,1400000,3298799,67143600,0.650039703,40572.0
2013-09-22,2013,23,Sun,SEA,LAA,0,Angel Stadium,75.9,0.0,45050.0,89,0,0,1200000,12927614,127896250,1.238206477,39099.0
2013-09-22,2013,23,Sun,TOR,BOS,0,Fenway Park,70.9,0.315,37731.0,69,0,0,2200000,5025517,150655500,1.458546407,37020.0
2013-09-22,2013,23,Sun,HOU,CLE,0,Progressive Field,57.3,0.035,43000.0,68,0,0,726000,2171877,77772800,0.752944552,26168.0
2013-09-22,2013,23,Sun,CHW,DET,0,Comerica Park,58.2,0.0,41083.0,88,1,1,1000000,4400587,148414500,1.436850534,41749.0
2013-09-22,2013,23,Sun,TEX,KC,0,Kauffman Stadium,74.9,0.0,37903.0,72,0,0,1000000,2253579,81491725,0.788948712,27899.0
2013-09-22,2013,23,Sun,SF,NYY,0,New Yankee Stadium,69.4,0.78,50287.0,95,1,1,3900000,19940274,228835490,2.215433102,49197.0
2013-09-22,2013,23,Sun,MIN,OAK,0,Coliseum,70.9,0.0,47170.0,94,1,1,530000,2463127,60664500,0.587313364,30589.0
2013-09-22,2013,23,Sun,BAL,TB,0,Tropicana Field,,,42735.0,90,0,0,528000,3424650,57895272,0.560503539,28974.0
2013-09-22,2013,23,Sun,ATL,CHC,0,Wrigley Field,62.8,0.0,41072.0,61,0,0,1900000,9408576,104304676,1.009808539,30515.0
2013-09-22,2013,23,Sun,ARI,COL,0,Coors Field,76.7,0.028,50144.0,64,0,0,552000,3052498,71924071,0.696321046,43736.0
2013-09-22,2013,23,Sun,STL,MIL,1,Miller Park,,,41900.0,83,0,0,670000,1574452,82976944,0.803327615,27389.0
2013-09-22,2013,23,Sun,NYM,PHI,0,Citizens Bank Park,70.4,0.815,43651.0,81,0,0,1300000,6330422,165385714,1.601154547,44398.0
