date,year,day_of_week,v_name,v_league,v_game_number,h_name,h_league,h_game_number,v_score,h_score,day_night,park_id,attendance,week,location,temp,precip,home team,capacity,Team,prev_year_wins,made_playoffs,won_division
2015-09-24,2015,Thu,SEA,AL,153,KC,AL,152,4,10,N,Kauffman Stadium,32244.0,22,Kansas City,81.6,0.0,Royals,37903.0,Royals,89,1,0
2015-09-24,2015,Thu,CLE,AL,151,MIN,AL,152,6,3,N,Target Field,21366.0,22,Minnesota,,,Twins,38544.0,Twins,70,0,0
2015-09-24,2015,Thu,CHW,AL,153,NYY,AL,152,2,3,N,New Yankee Stadium,35132.0,22,New York,77.6,0.0,Yankees,50287.0,Yankees,84,0,0
2015-09-24,2015,Thu,TEX,AL,152,OAK,AL,153,8,1,D,Coliseum,14452.0,22,Oakland,91.1,0.0,Athletics,47170.0,Athletics,88,1,0
2015-09-24,2015,Thu,NYM,NL,153,CIN,NL,152,6,4,N,Great American Ball Park,18881.0,22,Cincinatti,80.8,0.0,Reds,42319.0,Reds,76,0,0
2015-09-24,2015,Thu,PIT,NL,153,COL,NL,153,5,4,D,Coors Field,25164.0,22,Colorado,81.3,0.0,Rockies,50144.0,Rockies,66,0,0
2015-09-24,2015,Thu,ARI,NL,153,LAD,NL,152,3,6,D,Dodger Stadium,38234.0,22,Los Angeles,96.4,0.0,Dodgers,56000.0,Dodgers,94,1,1
2015-09-24,2015,Thu,PHI,NL,153,MIA,NL,153,0,1,N,Marlins Park,17083.0,22,Miami,83.0,0.185,Marlins,36742.0,Marlins,77,0,0
2015-09-24,2015,Thu,SF,NL,152,SD,NL,153,4,5,N,Petco Park,31137.0,22,San Diego,81.2,0.0,Padres,42445.0,Padres,77,0,0
2015-09-24,2015,Thu,MIL,NL,153,STL,NL,153,3,7,N,Busch Stadium III,43243.0,22,St. Louis,82.7,0.0,Cardinals,45494.0,Cardinals,90,1,1
2015-09-24,2015,Thu,BAL,AL,152,WSH,NL,152,5,4,D,Nationals Park,28456.0,22,"Washington, D.C.",78.2,0.0,Nationals,41339.0,Nationals,96,1,1
2015-09-25,2015,Fri,SEA,AL,154,LAA,AL,153,4,8,N,Angel Stadium,38355.0,22,Los Angeles,92.4,0.0,Angels,45050.0,Angels,98,1,1
2015-09-25,2015,Fri,BAL,AL,153,BOS,AL,153,0,7,N,Fenway Park,32411.0,22,Boston,66.3,0.0,Red Sox,37731.0,Red Sox,71,0,0
2015-09-25,2015,Fri,MIN,AL,153,DET,AL,153,4,6,N,Comerica Park,31153.0,22,Detroit,74.6,0.0,Tigers,41083.0,Tigers,90,1,1
2015-09-25,2015,Fri,TEX,AL,153,HOU,AL,154,6,2,N,Minute Maid Park,35180.0,23,Houston,91.4,0.0,Astros,41168.0,Astros,70,0,0
2015-09-25,2015,Fri,CLE,AL,152,KC,AL,153,6,0,N,Kauffman Stadium,37049.0,22,Kansas City,82.4,0.0,Royals,37903.0,Royals,89,1,0
2015-09-25,2015,Fri,CHW,AL,154,NYY,AL,153,5,2,N,New Yankee Stadium,37316.0,22,New York,71.0,0.0,Yankees,50287.0,Yankees,84,0,0
2015-09-25,2015,Fri,SF,NL,153,OAK,AL,154,4,5,N,Coliseum,36067.0,23,Oakland,83.9,0.0,Athletics,47170.0,Athletics,88,1,0
2015-09-25,2015,Fri,TB,AL,154,TOR,AL,153,3,5,N,Rogers Centre,47696.0,22,Toronto,,,Blue Jays,49282.0,Blue Jays,83,0,0
2015-09-25,2015,Fri,PIT,NL,154,CHC,NL,153,3,2,D,Wrigley Field,40432.0,22,Chicago,69.3,0.0,Cubs,41072.0,Cubs,73,0,0
2015-09-25,2015,Fri,NYM,NL,154,CIN,NL,153,12,5,N,Great American Ball Park,26780.0,22,Cincinatti,77.0,0.0,Reds,42319.0,Reds,76,0,0
2015-09-25,2015,Fri,LAD,NL,153,COL,NL,154,4,7,N,Coors Field,38485.0,23,Colorado,81.6,0.0,Rockies,50144.0,Rockies,66,0,0
2015-09-25,2015,Fri,ATL,NL,154,MIA,NL,154,11,12,N,Marlins Park,24626.0,23,Miami,84.3,0.189,Marlins,36742.0,Marlins,77,0,0
2015-09-25,2015,Fri,ARI,NL,154,SD,NL,154,6,3,N,Petco Park,24179.0,23,San Diego,83.1,0.0,Padres,42445.0,Padres,77,0,0
2015-09-25,2015,Fri,MIL,NL,154,STL,NL,154,4,3,N,Busch Stadium III,45057.0,23,St. Louis,83.4,0.0,Cardinals,45494.0,Cardinals,90,1,1
2015-09-25,2015,Fri,PHI,NL,154,WSH,NL,153,8,2,N,Nationals Park,31019.0,22,"Washington, D.C.",72.7,0.0,Nationals,41339.0,Nationals,96,1,1
2015-09-26,2015,Sat,SEA,AL,155,LAA,AL,154,2,3,N,Angel Stadium,37866.0,23,Los Angeles,90.1,0.0,Angels,45050.0,Angels,98,1,1
2015-09-26,2015,Sat,BAL,AL,154,BOS,AL,154,0,8,D,Fenway Park,36316.0,23,Boston,63.1,0.0,Red Sox,37731.0,Red Sox,71,0,0
2015-09-26,2015,Sat,MIN,AL,154,DET,AL,154,6,2,N,Comerica Park,32753.0,23,Detroit,71.4,0.0,Tigers,41083.0,Tigers,90,1,1
2015-09-26,2015,Sat,TEX,AL,154,HOU,AL,155,7,9,D,Minute Maid Park,35736.0,23,Houston,91.6,0.0,Astros,41168.0,Astros,70,0,0
2015-09-26,2015,Sat,CLE,AL,153,KC,AL,154,9,5,N,Kauffman Stadium,38167.0,23,Kansas City,81.2,0.0,Royals,37903.0,Royals,89,1,0
2015-09-26,2015,Sat,CHW,AL,155,NYY,AL,154,1,2,D,New Yankee Stadium,39134.0,23,New York,67.8,0.0,Yankees,50287.0,Yankees,84,0,0
2015-09-26,2015,Sat,SF,NL,154,OAK,AL,155,14,10,D,Coliseum,36067.0,23,Oakland,83.7,0.0,Athletics,47170.0,Athletics,88,1,0
2015-09-26,2015,Sat,TB,AL,155,TOR,AL,154,8,10,D,Rogers Centre,47094.0,23,Toronto,,,Blue Jays,49282.0,Blue Jays,83,0,0
2015-09-26,2015,Sat,PIT,NL,155,CHC,NL,154,4,0,D,Wrigley Field,41150.0,23,Chicago,70.6,0.0,Cubs,41072.0,Cubs,73,0,0
2015-09-26,2015,Sat,NYM,NL,155,CIN,NL,154,10,2,D,Great American Ball Park,32293.0,23,Cincinatti,72.2,0.122,Reds,42319.0,Reds,76,0,0
2015-09-26,2015,Sat,LAD,NL,154,COL,NL,155,6,8,N,Coors Field,40322.0,23,Colorado,84.8,0.0,Rockies,50144.0,Rockies,66,0,0
2015-09-26,2015,Sat,ATL,NL,155,MIA,NL,155,2,6,N,Marlins Park,24449.0,23,Miami,85.2,0.028,Marlins,36742.0,Marlins,77,0,0
2015-09-26,2015,Sat,ARI,NL,155,SD,NL,155,0,3,N,Petco Park,32186.0,23,San Diego,81.4,0.0,Padres,42445.0,Padres,77,0,0
2015-09-26,2015,Sat,MIL,NL,155,STL,NL,155,1,5,N,Busch Stadium III,45561.0,23,St. Louis,78.1,0.0,Cardinals,45494.0,Cardinals,90,1,1
2015-09-26,2015,Sat,PHI,NL,155,WSH,NL,154,1,2,D,Nationals Park,32086.0,23,"Washington, D.C.",72.2,0.059,Nationals,41339.0,Nationals,96,1,1
2015-09-27,2015,Sun,SEA,AL,156,LAA,AL,155,2,3,D,Angel Stadium,35243.0,23,Los Angeles,89.8,0.0,Angels,45050.0,Angels,98,1,1
2015-09-27,2015,Sun,BAL,AL,155,BOS,AL,155,0,2,D,Fenway Park,33306.0,23,Boston,69.7,0.0,Red Sox,37731.0,Red Sox,71,0,0
2015-09-27,2015,Sun,MIN,AL,155,DET,AL,155,7,1,D,Comerica Park,33517.0,23,Detroit,72.7,0.0,Tigers,41083.0,Tigers,90,1,1
2015-09-27,2015,Sun,TEX,AL,155,HOU,AL,156,2,4,D,Minute Maid Park,36084.0,23,Houston,79.9,1.48,Astros,41168.0,Astros,70,0,0
2015-09-27,2015,Sun,CLE,AL,154,KC,AL,155,0,3,D,Kauffman Stadium,36339.0,23,Kansas City,78.1,0.0,Royals,37903.0,Royals,89,1,0
2015-09-27,2015,Sun,CHW,AL,156,NYY,AL,155,1,6,D,New Yankee Stadium,38690.0,23,New York,69.5,0.0,Yankees,50287.0,Yankees,84,0,0
2015-09-27,2015,Sun,SF,NL,155,OAK,AL,156,5,4,D,Coliseum,36067.0,23,Oakland,80.9,0.0,Athletics,47170.0,Athletics,88,1,0
2015-09-27,2015,Sun,TB,AL,156,TOR,AL,155,4,5,D,Rogers Centre,47287.0,23,Toronto,,,Blue Jays,49282.0,Blue Jays,83,0,0
2015-09-27,2015,Sun,PIT,NL,156,CHC,NL,155,0,4,N,Wrigley Field,40617.0,23,Chicago,72.0,0.012,Cubs,41072.0,Cubs,73,0,0
2015-09-27,2015,Sun,NYM,NL,156,CIN,NL,155,8,1,D,Great American Ball Park,24621.0,23,Cincinatti,77.6,0.0,Reds,42319.0,Reds,76,0,0
2015-09-27,2015,Sun,LAD,NL,155,COL,NL,156,5,12,D,Coors Field,32870.0,23,Colorado,85.7,0.0,Rockies,50144.0,Rockies,66,0,0
2015-09-27,2015,Sun,ATL,NL,156,MIA,NL,156,5,9,D,Marlins Park,27702.0,23,Miami,86.0,0.181,Marlins,36742.0,Marlins,77,0,0
2015-09-27,2015,Sun,ARI,NL,156,SD,NL,156,4,2,D,Petco Park,27115.0,23,San Diego,82.1,0.0,Padres,42445.0,Padres,77,0,0
2015-09-27,2015,Sun,MIL,NL,156,STL,NL,156,8,4,D,Busch Stadium III,45021.0,23,St. Louis,76.5,0.012,Cardinals,45494.0,Cardinals,90,1,1
2015-09-27,2015,Sun,PHI,NL,156,WSH,NL,155,12,5,D,Nationals Park,28661.0,23,"Washington, D.C.",73.1,0.059,Nationals,41339.0,Nationals,96,1,1
2015-09-28,2015,Mon,OAK,AL,157,LAA,AL,156,4,5,N,Angel Stadium,31858.0,23,Los Angeles,87.6,0.0,Angels,45050.0,Angels,98,1,1
2015-09-28,2015,Mon,TOR,AL,156,BAL,AL,156,4,3,N,Camden Yards,19093.0,23,Baltimore,79.6,0.0,Orioles,45971.0,Orioles,96,1,1
2015-09-28,2015,Mon,MIN,AL,156,CLE,AL,155,4,2,N,Progressive Field,10007.0,23,Cleveland,75.2,0.055,Indians,35225.0,Indians,85,0,0
2015-09-28,2015,Mon,BOS,AL,156,NYY,AL,156,5,1,N,New Yankee Stadium,39476.0,23,New York,76.8,0.004,Yankees,50287.0,Yankees,84,0,0
2015-09-28,2015,Mon,HOU,AL,157,SEA,AL,157,3,2,N,Safeco Field,13935.0,23,Seattle,67.8,0.0,Mariners,47943.0,Mariners,87,0,0
2015-09-28,2015,Mon,DET,AL,156,TEX,AL,156,7,4,N,Globe Life Field,27847.0,23,Texas,87.7,0.0,Rangers,48114.0,Rangers,67,0,0
2015-09-28,2015,Mon,KC,AL,156,CHC,NL,156,0,1,N,Wrigley Field,40552.0,23,Chicago,75.4,0.0,Cubs,41072.0,Cubs,73,0,0
2015-09-28,2015,Mon,STL,NL,157,PIT,NL,157,3,0,N,PNC Park,30198.0,23,Pittsburgh,69.7,0.346,Pirates,38362.0,Pirates,88,1,0
2015-09-28,2015,Mon,LAD,NL,156,SF,NL,156,2,3,N,AT&T Park,41341.0,23,San Francisco,69.9,0.0,Giants,41915.0,Giants,88,1,0
2015-09-28,2015,Mon,CIN,NL,156,WSH,NL,156,1,5,D,Nationals Park,24420.0,23,"Washington, D.C.",80.1,0.012,Nationals,41339.0,Nationals,96,1,1
2015-09-29,2015,Tue,OAK,AL,158,LAA,AL,157,1,8,N,Angel Stadium,33470.0,23,Los Angeles,84.7,0.0,Angels,45050.0,Angels,98,1,1
2015-09-29,2015,Tue,KC,AL,157,CHW,AL,157,2,4,N,US Cellular Field,13024.0,23,Chicago,69.4,0.024,White Sox,40615.0,White Sox,73,0,0
2015-09-29,2015,Tue,BOS,AL,157,NYY,AL,157,10,4,N,New Yankee Stadium,38512.0,23,New York,78.0,0.217,Yankees,50287.0,Yankees,84,0,0
2015-09-29,2015,Tue,HOU,AL,158,SEA,AL,158,4,6,N,Safeco Field,15331.0,23,Seattle,70.3,0.0,Mariners,47943.0,Mariners,87,0,0
2015-09-29,2015,Tue,MIA,NL,157,TB,AL,157,2,4,N,Tropicana Field,9150.0,23,Tampa Bay,,,Rays,42735.0,Rays,77,0,0
2015-09-29,2015,Tue,DET,AL,157,TEX,AL,157,6,7,N,Globe Life Field,28729.0,23,Texas,88.4,0.0,Rangers,48114.0,Rangers,67,0,0
2015-09-29,2015,Tue,COL,NL,157,ARI,NL,157,3,4,N,Chase Field,21526.0,23,Arizona,,,Diamondbacks,48686.0,Diamondbacks,64,0,0
2015-09-29,2015,Tue,WSH,NL,157,ATL,NL,157,1,2,N,Turner Field,15272.0,23,Atlanta,77.1,1.248,Braves,49586.0,Braves,79,0,0
2015-09-29,2015,Tue,CHC,NL,157,CIN,NL,157,4,1,N,Great American Ball Park,18168.0,23,Cincinatti,77.8,0.772,Reds,42319.0,Reds,76,0,0
2015-09-29,2015,Tue,NYM,NL,157,PHI,NL,157,3,4,N,Citizens Bank Park,15227.0,23,Philadelphia,80.7,0.354,Phillies,43651.0,Phillies,73,0,0
2015-09-29,2015,Tue,MIL,NL,157,SD,NL,157,4,3,N,Petco Park,36047.0,23,San Diego,80.0,0.0,Padres,42445.0,Padres,77,0,0
2015-09-29,2015,Tue,LAD,NL,157,SF,NL,157,8,0,N,AT&T Park,41862.0,23,San Francisco,66.6,0.0,Giants,41915.0,Giants,88,1,0
2015-09-30,2015,Wed,OAK,AL,159,LAA,AL,158,8,7,D,Angel Stadium,34033.0,23,Los Angeles,85.7,0.0,Angels,45050.0,Angels,98,1,1
2015-09-30,2015,Wed,TOR,AL,158,BAL,AL,158,1,8,N,Camden Yards,26330.0,23,Baltimore,78.4,0.102,Orioles,45971.0,Orioles,96,1,1
2015-09-30,2015,Wed,KC,AL,158,CHW,AL,158,5,3,N,US Cellular Field,12818.0,23,Chicago,57.5,0.0,White Sox,40615.0,White Sox,73,0,0
2015-09-30,2015,Wed,MIN,AL,158,CLE,AL,157,2,10,N,Progressive Field,10228.0,23,Cleveland,62.2,0.055,Indians,35225.0,Indians,85,0,0
2015-09-30,2015,Wed,BOS,AL,158,NYY,AL,158,9,5,N,New Yankee Stadium,39328.0,23,New York,78.1,0.976,Yankees,50287.0,Yankees,84,0,0
2015-09-30,2015,Wed,HOU,AL,159,SEA,AL,159,7,6,N,Safeco Field,14257.0,23,Seattle,68.2,0.0,Mariners,47943.0,Mariners,87,0,0
2015-09-30,2015,Wed,MIA,NL,158,TB,AL,158,4,6,N,Tropicana Field,9431.0,23,Tampa Bay,,,Rays,42735.0,Rays,77,0,0
2015-09-30,2015,Wed,DET,AL,158,TEX,AL,158,2,6,N,Globe Life Field,28633.0,23,Texas,90.1,0.0,Rangers,48114.0,Rangers,67,0,0
2015-09-30,2015,Wed,COL,NL,158,ARI,NL,158,1,3,N,Chase Field,18529.0,23,Arizona,,,Diamondbacks,48686.0,Diamondbacks,64,0,0
2015-09-30,2015,Wed,WSH,NL,158,ATL,NL,158,0,2,N,Turner Field,13860.0,23,Atlanta,80.7,0.146,Braves,49586.0,Braves,79,0,0
2015-09-30,2015,Wed,CHC,NL,158,CIN,NL,158,10,3,N,Great American Ball Park,21397.0,23,Cincinatti,68.7,0.319,Reds,42319.0,Reds,76,0,0
2015-09-30,2015,Wed,NYM,NL,158,PHI,NL,158,5,7,N,Citizens Bank Park,15201.0,23,Philadelphia,76.9,0.378,Phillies,43651.0,Phillies,73,0,0
2015-09-30,2015,Wed,STL,NL,158,PIT,NL,158,2,8,D,PNC Park,29747.0,23,Pittsburgh,67.7,1.728,Pirates,38362.0,Pirates,88,1,0
2015-09-30,2015,Wed,STL,NL,159,PIT,NL,159,11,1,N,PNC Park,34729.0,23,Pittsburgh,67.7,1.728,Pirates,38362.0,Pirates,88,1,0
2015-09-30,2015,Wed,MIL,NL,158,SD,NL,158,5,0,N,Petco Park,30514.0,23,San Diego,80.0,0.0,Padres,42445.0,Padres,77,0,0
2015-09-30,2015,Wed,LAD,NL,158,SF,NL,158,0,5,N,AT&T Park,41112.0,23,San Francisco,67.3,0.0,Giants,41915.0,Giants,88,1,0
2015-10-01,2015,Thu,TOR,AL,159,BAL,AL,159,4,6,D,Camden Yards,18257.0,23,Baltimore,62.7,0.358,Orioles,45971.0,Orioles,96,1,1
2015-10-01,2015,Thu,KC,AL,159,CHW,AL,159,6,4,N,US Cellular Field,12825.0,23,Chicago,55.6,0.0,White Sox,40615.0,White Sox,73,0,0
2015-10-01,2015,Thu,MIN,AL,159,CLE,AL,158,4,2,N,Progressive Field,22644.0,23,Cleveland,57.0,0.0,Indians,35225.0,Indians,85,0,0
2015-10-01,2015,Thu,BOS,AL,159,NYY,AL,159,1,4,N,New Yankee Stadium,40033.0,23,New York,62.3,0.031,Yankees,50287.0,Yankees,84,0,0
2015-10-01,2015,Thu,MIA,NL,159,TB,AL,159,1,4,N,Tropicana Field,9657.0,23,Tampa Bay,,,Rays,42735.0,Rays,77,0,0
2015-10-01,2015,Thu,LAA,AL,159,TEX,AL,159,3,5,N,Globe Life Field,32338.0,23,Texas,83.0,0.0,Rangers,48114.0,Rangers,67,0,0
2015-10-01,2015,Thu,COL,NL,159,ARI,NL,159,6,8,N,Chase Field,20826.0,23,Arizona,,,Diamondbacks,48686.0,Diamondbacks,64,0,0
2015-10-01,2015,Thu,WSH,NL,159,ATL,NL,159,3,0,N,Turner Field,37790.0,23,Atlanta,68.8,0.551,Braves,49586.0,Braves,79,0,0
2015-10-01,2015,Thu,CHC,NL,159,CIN,NL,159,5,3,D,Great American Ball Park,26352.0,23,Cincinatti,63.8,0.264,Reds,42319.0,Reds,76,0,0
2015-10-01,2015,Thu,NYM,NL,159,PHI,NL,159,0,3,D,Citizens Bank Park,13238.0,23,Philadelphia,63.0,0.516,Phillies,43651.0,Phillies,73,0,0
2015-10-01,2015,Thu,MIL,NL,159,SD,NL,159,1,3,D,Petco Park,22129.0,23,San Diego,79.6,0.0,Padres,42445.0,Padres,77,0,0
2015-10-01,2015,Thu,LAD,NL,159,SF,NL,159,3,2,D,AT&T Park,41027.0,23,San Francisco,69.5,0.075,Giants,41915.0,Giants,88,1,0
2015-10-02,2015,Fri,DET,AL,159,CHW,AL,160,1,2,N,US Cellular Field,18030.0,23,Chicago,56.6,0.0,White Sox,40615.0,White Sox,73,0,0
2015-10-02,2015,Fri,BOS,AL,160,CLE,AL,159,2,8,N,Progressive Field,28273.0,23,Cleveland,55.2,0.0,Indians,35225.0,Indians,85,0,0
2015-10-02,2015,Fri,KC,AL,160,MIN,AL,160,3,1,N,Target Field,31534.0,23,Minnesota,,,Twins,38544.0,Twins,70,0,0
2015-10-02,2015,Fri,OAK,AL,160,SEA,AL,160,4,2,N,Safeco Field,26130.0,23,Seattle,62.2,0.024,Mariners,47943.0,Mariners,87,0,0
2015-10-02,2015,Fri,TOR,AL,160,TB,AL,160,8,4,N,Tropicana Field,13668.0,23,Tampa Bay,,,Rays,42735.0,Rays,77,0,0
2015-10-02,2015,Fri,LAA,AL,160,TEX,AL,160,2,1,N,Globe Life Field,47219.0,23,Texas,78.9,0.0,Rangers,48114.0,Rangers,67,0,0
2015-10-02,2015,Fri,HOU,AL,160,ARI,NL,160,21,5,N,Chase Field,33218.0,23,Arizona,,,Diamondbacks,48686.0,Diamondbacks,64,0,0
2015-10-02,2015,Fri,STL,NL,160,ATL,NL,160,0,4,N,Turner Field,24481.0,23,Atlanta,62.5,0.142,Braves,49586.0,Braves,79,0,0
2015-10-02,2015,Fri,SD,NL,160,LAD,NL,160,2,6,N,Dodger Stadium,45564.0,23,Los Angeles,87.4,0.0,Dodgers,56000.0,Dodgers,94,1,1
2015-10-02,2015,Fri,CHC,NL,160,MIL,NL,160,6,1,N,Miller Park,30044.0,23,Miluakee,,,Brewers,41900.0,Brewers,82,0,0
2015-10-02,2015,Fri,CIN,NL,160,PIT,NL,160,4,6,N,PNC Park,31442.0,23,Pittsburgh,59.8,0.0,Pirates,38362.0,Pirates,88,1,0
2015-10-02,2015,Fri,COL,NL,160,SF,NL,160,9,3,N,AT&T Park,41505.0,23,San Francisco,73.6,0.0,Giants,41915.0,Giants,88,1,0
2015-10-03,2015,Sat,NYY,AL,160,BAL,AL,160,2,9,D,Camden Yards,29227.0,23,Baltimore,56.1,0.504,Orioles,45971.0,Orioles,96,1,1
2015-10-03,2015,Sat,NYY,AL,161,BAL,AL,161,3,4,N,Camden Yards,35198.0,24,Baltimore,56.1,0.504,Orioles,45971.0,Orioles,96,1,1
2015-10-03,2015,Sat,DET,AL,160,CHW,AL,161,3,4,N,US Cellular Field,17772.0,24,Chicago,51.6,0.063,White Sox,40615.0,White Sox,73,0,0
2015-10-03,2015,Sat,BOS,AL,161,CLE,AL,160,0,2,N,Progressive Field,17342.0,23,Cleveland,51.0,0.5,Indians,35225.0,Indians,85,0,0
2015-10-03,2015,Sat,KC,AL,161,MIN,AL,161,5,1,D,Target Field,30181.0,24,Minnesota,,,Twins,38544.0,Twins,70,0,0
2015-10-03,2015,Sat,OAK,AL,161,SEA,AL,161,7,5,N,Safeco Field,24448.0,24,Seattle,64.2,0.047,Mariners,47943.0,Mariners,87,0,0
2015-10-03,2015,Sat,TOR,AL,161,TB,AL,161,3,4,N,Tropicana Field,21963.0,24,Tampa Bay,,,Rays,42735.0,Rays,77,0,0
2015-10-03,2015,Sat,LAA,AL,161,TEX,AL,161,11,10,D,Globe Life Field,37271.0,24,Texas,78.0,0.0,Rangers,48114.0,Rangers,67,0,0
2015-10-03,2015,Sat,HOU,AL,161,ARI,NL,161,6,2,N,Chase Field,37687.0,24,Arizona,,,Diamondbacks,48686.0,Diamondbacks,64,0,0
2015-10-03,2015,Sat,SD,NL,161,LAD,NL,161,1,2,N,Dodger Stadium,52352.0,24,Los Angeles,82.7,0.0,Dodgers,56000.0,Dodgers,94,1,1
2015-10-03,2015,Sat,CHC,NL,161,MIL,NL,161,1,0,N,Miller Park,35291.0,24,Miluakee,,,Brewers,41900.0,Brewers,82,0,0
2015-10-03,2015,Sat,WSH,NL,160,NYM,NL,160,3,1,D,Citi Field,39465.0,23,New York,54.3,0.083,Mets,41922.0,Mets,79,0,0
2015-10-03,2015,Sat,WSH,NL,161,NYM,NL,161,2,0,N,Citi Field,41480.0,24,New York,54.3,0.083,Mets,41922.0,Mets,79,0,0
2015-10-03,2015,Sat,MIA,NL,161,PHI,NL,161,5,2,N,Citizens Bank Park,16240.0,24,Philadelphia,56.4,0.114,Phillies,43651.0,Phillies,73,0,0
2015-10-03,2015,Sat,CIN,NL,161,PIT,NL,161,3,1,N,PNC Park,34180.0,24,Pittsburgh,52.6,0.665,Pirates,38362.0,Pirates,88,1,0
2015-10-03,2015,Sat,COL,NL,161,SF,NL,161,2,3,D,AT&T Park,41398.0,24,San Francisco,69.9,0.0,Giants,41915.0,Giants,88,1,0
2015-10-04,2015,Sun,NYY,AL,162,BAL,AL,162,4,9,D,Camden Yards,33224.0,24,Baltimore,61.0,0.0,Orioles,45971.0,Orioles,96,1,1
2015-10-04,2015,Sun,DET,AL,161,CHW,AL,162,6,0,D,US Cellular Field,19800.0,24,Chicago,55.5,0.004,White Sox,40615.0,White Sox,73,0,0
2015-10-04,2015,Sun,BOS,AL,162,CLE,AL,161,1,3,D,Progressive Field,17844.0,24,Cleveland,66.0,0.004,Indians,35225.0,Indians,85,0,0
2015-10-04,2015,Sun,KC,AL,162,MIN,AL,162,6,1,D,Target Field,24108.0,24,Minnesota,,,Twins,38544.0,Twins,70,0,0
2015-10-04,2015,Sun,OAK,AL,162,SEA,AL,162,2,3,D,Safeco Field,22402.0,24,Seattle,69.7,0.0,Mariners,47943.0,Mariners,87,0,0
2015-10-04,2015,Sun,TOR,AL,162,TB,AL,162,3,12,D,Tropicana Field,15815.0,24,Tampa Bay,,,Rays,42735.0,Rays,77,0,0
2015-10-04,2015,Sun,LAA,AL,162,TEX,AL,162,2,9,D,Globe Life Field,45772.0,24,Texas,78.0,0.0,Rangers,48114.0,Rangers,67,0,0
2015-10-04,2015,Sun,HOU,AL,162,ARI,NL,162,3,5,D,Chase Field,24788.0,24,Arizona,,,Diamondbacks,48686.0,Diamondbacks,64,0,0
2015-10-04,2015,Sun,STL,NL,162,ATL,NL,162,0,2,D,Turner Field,31441.0,24,Atlanta,65.6,1.835,Braves,49586.0,Braves,79,0,0
2015-10-04,2015,Sun,SD,NL,162,LAD,NL,162,3,6,D,Dodger Stadium,42863.0,24,Los Angeles,78.4,0.209,Dodgers,56000.0,Dodgers,94,1,1
2015-10-04,2015,Sun,CHC,NL,162,MIL,NL,162,3,1,D,Miller Park,32959.0,24,Miluakee,,,Brewers,41900.0,Brewers,82,0,0
2015-10-04,2015,Sun,WSH,NL,162,NYM,NL,162,0,1,D,Citi Field,41631.0,24,New York,59.9,0.0,Mets,41922.0,Mets,79,0,0
2015-10-04,2015,Sun,MIA,NL,162,PHI,NL,162,2,7,D,Citizens Bank Park,21734.0,24,Philadelphia,59.7,0.0,Phillies,43651.0,Phillies,73,0,0
2015-10-04,2015,Sun,CIN,NL,162,PIT,NL,162,0,4,D,PNC Park,35362.0,24,Pittsburgh,64.3,0.0,Pirates,38362.0,Pirates,88,1,0
2015-10-04,2015,Sun,COL,NL,162,SF,NL,162,7,3,D,AT&T Park,41399.0,24,San Francisco,72.2,0.0,Giants,41915.0,Giants,88,1,0
2016-04-03,2016,Sun,NYM,NL,1,KC,AL,1,3,4,N,Kauffman Stadium,40030.0,1,Kansas City,75.6,0.0,Royals,37903.0,Royals,95,1,1
2016-04-03,2016,Sun,TOR,AL,1,TB,AL,1,5,3,D,Tropicana Field,31042.0,1,Tampa Bay,,,Rays,42735.0,Rays,80,0,0
2016-04-03,2016,Sun,STL,NL,1,PIT,NL,1,1,4,D,PNC Park,39500.0,1,Pittsburgh,46.0,0.079,Pirates,38362.0,Pirates,98,1,0
2016-04-04,2016,Mon,CHC,NL,1,LAA,AL,1,9,0,N,Angel Stadium,44020.0,1,Los Angeles,78.6,0.0,Angels,45050.0,Angels,85,0,0
2016-04-04,2016,Mon,MIN,AL,1,BAL,AL,1,2,3,D,Camden Yards,45785.0,1,Baltimore,68.4,0.075,Orioles,45971.0,Orioles,81,0,0
2016-04-04,2016,Mon,CHW,AL,1,OAK,AL,1,4,3,N,Coliseum,35067.0,1,Oakland,72.0,0.0,Athletics,47170.0,Athletics,68,0,0
2016-04-04,2016,Mon,TOR,AL,2,TB,AL,2,5,3,N,Tropicana Field,15116.0,1,Tampa Bay,,,Rays,42735.0,Rays,80,0,0
2016-04-04,2016,Mon,SEA,AL,1,TEX,AL,1,2,3,D,Globe Life Field,49289.0,1,Texas,81.3,0.0,Rangers,48114.0,Rangers,88,1,1
2016-04-04,2016,Mon,COL,NL,1,ARI,NL,1,10,5,N,Chase Field,48165.0,1,Arizona,,,Diamondbacks,48686.0,Diamondbacks,79,0,0
2016-04-04,2016,Mon,WSH,NL,1,ATL,NL,1,4,3,D,Turner Field,48282.0,1,Atlanta,72.1,0.0,Braves,49586.0,Braves,67,0,0
2016-04-04,2016,Mon,PHI,NL,1,CIN,NL,1,2,6,D,Great American Ball Park,43683.0,1,Cincinatti,58.2,0.039,Reds,42319.0,Reds,64,0,0
2016-04-04,2016,Mon,SF,NL,1,MIL,NL,1,12,3,D,Miller Park,44318.0,1,Miluakee,,,Brewers,41900.0,Brewers,68,0,0
2016-04-04,2016,Mon,LAD,NL,1,SD,NL,1,15,0,D,Petco Park,44317.0,1,San Diego,71.7,0.0,Padres,42445.0,Padres,74,0,0
